AL,AK,AZ,AR,CA,CO,CT,FL,GA,ID,IL,IN,IA,KS,KY,LA,MD,MA,MI,MN,MS,MO,NE,NV,NJ,NM,NY,NC,OH,OK,OR,PA,RI,SC,TX,UT,VA,WA,WV,WI,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,tested_positive,cli.1,ili.1,hh_cmnty_cli.1,nohh_cmnty_cli.1,tested_positive.1,cli.2,ili.2,hh_cmnty_cli.2,nohh_cmnty_cli.2,tested_positive.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2521317,1.3392942,40.1320318,34.28264,24.1771037,1.2908587,1.3893591,39.9428394,33.7065367,24.1173223,1.3861628,1.5001726,39.9779129,33.4879199,24.2159161
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2908587,1.3893591,39.9428394,33.7065367,24.1173223,1.3861628,1.5001726,39.9779129,33.4879199,24.2159161,1.3576385,1.4365213,39.3956273,33.2201459,24.4616136
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3982861,0.4040734,14.4017925,10.6586047,7.8322665,0.4191449,0.4284485,14.4786622,10.6642656,7.6107058,0.4179975,0.4220461,14.3169049,10.5044195,7.5116371
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4191449,0.4284485,14.4786622,10.6642656,7.6107058,0.4179975,0.4220461,14.3169049,10.5044195,7.5116371,0.4558997,0.4514847,14.253046,10.4974127,7.5698127
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4179975,0.4220461,14.3169049,10.5044195,7.5116371,0.4558997,0.4514847,14.253046,10.4974127,7.5698127,0.4535429,0.4472297,14.1943734,10.4208472,7.4020762
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4558997,0.4514847,14.253046,10.4974127,7.5698127,0.4535429,0.4472297,14.1943734,10.4208472,7.4020762,0.4564695,0.4530248,13.9714441,10.3079988,7.2546671
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4535429,0.4472297,14.1943734,10.4208472,7.4020762,0.4564695,0.4530248,13.9714441,10.3079988,7.2546671,0.4448081,0.4409397,13.9448168,10.1749954,7.1181181
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4564695,0.4530248,13.9714441,10.3079988,7.2546671,0.4448081,0.4409397,13.9448168,10.1749954,7.1181181,0.4433268,0.4462672,13.6807202,9.9716322,6.2320083
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4448081,0.4409397,13.9448168,10.1749954,7.1181181,0.4433268,0.4462672,13.6807202,9.9716322,6.2320083,0.4238047,0.4221554,13.4927535,9.8230529,5.8006015
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4433268,0.4462672,13.6807202,9.9716322,6.2320083,0.4238047,0.4221554,13.4927535,9.8230529,5.8006015,0.4198966,0.4224912,13.3966416,9.8121871,5.3072452
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4238047,0.4221554,13.4927535,9.8230529,5.8006015,0.4198966,0.4224912,13.3966416,9.8121871,5.3072452,0.380921,0.3974786,13.1459241,9.6202188,5.3413244
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4198966,0.4224912,13.3966416,9.8121871,5.3072452,0.380921,0.3974786,13.1459241,9.6202188,5.3413244,0.381117,0.3954424,13.2421009,9.6218286,5.6348728
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.380921,0.3974786,13.1459241,9.6202188,5.3413244,0.381117,0.3954424,13.2421009,9.6218286,5.6348728,0.3961899,0.4041696,13.3918305,9.7488561,5.9224199
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381117,0.3954424,13.2421009,9.6218286,5.6348728,0.3961899,0.4041696,13.3918305,9.7488561,5.9224199,0.4222482,0.4358284,13.3231906,9.7574681,6.1396317
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3961899,0.4041696,13.3918305,9.7488561,5.9224199,0.4222482,0.4358284,13.3231906,9.7574681,6.1396317,0.4108421,0.4255729,13.2794922,9.760615,6.408528
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4222482,0.4358284,13.3231906,9.7574681,6.1396317,0.4108421,0.4255729,13.2794922,9.760615,6.408528,0.4077281,0.4194205,13.3044035,9.9282031,6.203116
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4108421,0.4255729,13.2794922,9.760615,6.408528,0.4077281,0.4194205,13.3044035,9.9282031,6.203116,0.4003061,0.4167974,13.2572929,9.8537528,6.4376443
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4077281,0.4194205,13.3044035,9.9282031,6.203116,0.4003061,0.4167974,13.2572929,9.8537528,6.4376443,0.4500014,0.4628663,13.6897399,10.1411812,6.691135
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4003061,0.4167974,13.2572929,9.8537528,6.4376443,0.4500014,0.4628663,13.6897399,10.1411812,6.691135,0.425959,0.441746,13.6549667,10.2098831,6.7015996
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4500014,0.4628663,13.6897399,10.1411812,6.691135,0.425959,0.441746,13.6549667,10.2098831,6.7015996,0.4154807,0.4385632,13.8747895,10.2252081,6.6757493
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425959,0.441746,13.6549667,10.2098831,6.7015996,0.4154807,0.4385632,13.8747895,10.2252081,6.6757493,0.4149488,0.4334359,14.0621893,10.2357888,7.0303907
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4154807,0.4385632,13.8747895,10.2252081,6.6757493,0.4149488,0.4334359,14.0621893,10.2357888,7.0303907,0.4204913,0.4451885,14.3121835,10.364144,6.8519428
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4149488,0.4334359,14.0621893,10.2357888,7.0303907,0.4204913,0.4451885,14.3121835,10.364144,6.8519428,0.4683934,0.493972,14.5538959,10.5066595,6.9184013
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4204913,0.4451885,14.3121835,10.364144,6.8519428,0.4683934,0.493972,14.5538959,10.5066595,6.9184013,0.48107,0.5053386,14.8435576,10.761121,6.6393229
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4683934,0.493972,14.5538959,10.5066595,6.9184013,0.48107,0.5053386,14.8435576,10.761121,6.6393229,0.4299116,0.4580713,14.7000069,10.6994144,6.0283494
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48107,0.5053386,14.8435576,10.761121,6.6393229,0.4299116,0.4580713,14.7000069,10.6994144,6.0283494,0.4491492,0.4802904,14.8925747,10.8524959,5.4819744
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4299116,0.4580713,14.7000069,10.6994144,6.0283494,0.4491492,0.4802904,14.8925747,10.8524959,5.4819744,0.466361,0.4909548,14.8251601,10.8724149,5.4433962
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4491492,0.4802904,14.8925747,10.8524959,5.4819744,0.466361,0.4909548,14.8251601,10.8724149,5.4433962,0.467633,0.4836118,14.7221173,10.7642119,4.8005974
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466361,0.4909548,14.8251601,10.8724149,5.4433962,0.467633,0.4836118,14.7221173,10.7642119,4.8005974,0.4699841,0.4773583,14.4909573,10.5226669,5.1221708
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467633,0.4836118,14.7221173,10.7642119,4.8005974,0.4699841,0.4773583,14.4909573,10.5226669,5.1221708,0.4189909,0.4308566,14.3621502,10.4207538,5.3960292
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4699841,0.4773583,14.4909573,10.5226669,5.1221708,0.4189909,0.4308566,14.3621502,10.4207538,5.3960292,0.4004492,0.4148154,14.1053519,10.2522955,5.5057671
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4189909,0.4308566,14.3621502,10.4207538,5.3960292,0.4004492,0.4148154,14.1053519,10.2522955,5.5057671,0.4357696,0.4562438,14.0561748,10.2178262,5.7059151
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4004492,0.4148154,14.1053519,10.2522955,5.5057671,0.4357696,0.4562438,14.0561748,10.2178262,5.7059151,0.4471983,0.4668717,13.7962388,9.9544431,5.6577171
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4357696,0.4562438,14.0561748,10.2178262,5.7059151,0.4471983,0.4668717,13.7962388,9.9544431,5.6577171,0.439954,0.4703194,13.7348917,9.8967304,5.7999993
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4471983,0.4668717,13.7962388,9.9544431,5.6577171,0.439954,0.4703194,13.7348917,9.8967304,5.7999993,0.4542701,0.4958152,13.6096408,9.9641104,5.9250815
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439954,0.4703194,13.7348917,9.8967304,5.7999993,0.4542701,0.4958152,13.6096408,9.9641104,5.9250815,0.4439884,0.4825239,13.5083475,10.0861728,5.6397901
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4542701,0.4958152,13.6096408,9.9641104,5.9250815,0.4439884,0.4825239,13.5083475,10.0861728,5.6397901,0.4559608,0.4853628,13.4064057,9.9555385,5.2189761
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4439884,0.4825239,13.5083475,10.0861728,5.6397901,0.4559608,0.4853628,13.4064057,9.9555385,5.2189761,0.4677987,0.4840755,13.4110574,9.8407415,5.1852297
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4559608,0.4853628,13.4064057,9.9555385,5.2189761,0.4677987,0.4840755,13.4110574,9.8407415,5.1852297,0.4796305,0.4849919,13.2947613,9.6191602,5.3867233
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4677987,0.4840755,13.4110574,9.8407415,5.1852297,0.4796305,0.4849919,13.2947613,9.6191602,5.3867233,0.4723107,0.4749485,13.4485619,9.8076411,5.2738371
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4796305,0.4849919,13.2947613,9.6191602,5.3867233,0.4723107,0.4749485,13.4485619,9.8076411,5.2738371,0.4695865,0.4674814,13.4715853,9.906785,4.9910788
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4723107,0.4749485,13.4485619,9.8076411,5.2738371,0.4695865,0.4674814,13.4715853,9.906785,4.9910788,0.4889946,0.4730634,13.7478414,10.0000643,5.3297188
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4695865,0.4674814,13.4715853,9.906785,4.9910788,0.4889946,0.4730634,13.7478414,10.0000643,5.3297188,0.5315113,0.5057271,14.0609091,10.1455691,5.6182257
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4889946,0.4730634,13.7478414,10.0000643,5.3297188,0.5315113,0.5057271,14.0609091,10.1455691,5.6182257,0.5494585,0.5269052,14.1579284,10.1714858,5.6315216
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5315113,0.5057271,14.0609091,10.1455691,5.6182257,0.5494585,0.5269052,14.1579284,10.1714858,5.6315216,0.56036,0.5553108,13.7986962,9.9344827,5.5663131
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5494585,0.5269052,14.1579284,10.1714858,5.6315216,0.56036,0.5553108,13.7986962,9.9344827,5.5663131,0.5527949,0.5503215,13.8709634,10.1200896,5.0874797
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56036,0.5553108,13.7986962,9.9344827,5.5663131,0.5527949,0.5503215,13.8709634,10.1200896,5.0874797,0.5202345,0.5115856,13.8015305,9.9671619,5.6824867
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5527949,0.5503215,13.8709634,10.1200896,5.0874797,0.5202345,0.5115856,13.8015305,9.9671619,5.6824867,0.5345759,0.5145556,13.79328,9.952404,5.9271201
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5202345,0.5115856,13.8015305,9.9671619,5.6824867,0.5345759,0.5145556,13.79328,9.952404,5.9271201,0.5736913,0.5669894,13.7546533,9.9382519,5.7298869
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5345759,0.5145556,13.79328,9.952404,5.9271201,0.5736913,0.5669894,13.7546533,9.9382519,5.7298869,0.5435689,0.5529816,13.9790719,9.9861551,5.4799046
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5736913,0.5669894,13.7546533,9.9382519,5.7298869,0.5435689,0.5529816,13.9790719,9.9861551,5.4799046,0.5251755,0.5391256,14.0001078,10.0575849,5.7801021
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5435689,0.5529816,13.9790719,9.9861551,5.4799046,0.5251755,0.5391256,14.0001078,10.0575849,5.7801021,0.5144828,0.5230525,14.3954332,10.3232959,6.0344389
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5251755,0.5391256,14.0001078,10.0575849,5.7801021,0.5144828,0.5230525,14.3954332,10.3232959,6.0344389,0.5296466,0.5458274,14.6395953,10.4124989,7.0930233
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5144828,0.5230525,14.3954332,10.3232959,6.0344389,0.5296466,0.5458274,14.6395953,10.4124989,7.0930233,0.5726002,0.5903199,14.8248792,10.547391,6.989645
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5296466,0.5458274,14.6395953,10.4124989,7.0930233,0.5726002,0.5903199,14.8248792,10.547391,6.989645,0.6310929,0.6601832,14.9261611,10.6073447,7.7832111
