Id,Category
2997,2
2998,5
2999,8
3000,2
3001,0
3002,1
3003,5
3004,5
3005,4
3006,10
3007,4
3008,4
3009,10
3010,6
3011,1
3012,9
3013,9
3014,8
3015,1
3016,3
3017,5
3018,9
3019,5
3020,7
3021,0
3022,5
3023,1
3024,9
3025,4
3026,7
3027,9
3028,10
3029,7
3030,0
3031,7
3032,9
3033,5
3034,10
3035,4
3036,1
3037,10
3038,10
3039,0
3040,3
3041,9
3042,10
3043,2
3044,7
3045,9
3046,0
3047,1
3048,5
3049,5
3050,1
3051,0
3052,8
3053,10
3054,6
3055,9
3056,2
3057,9
3058,3
3059,10
3060,8
3061,0
3062,7
3063,9
3064,4
3065,9
3066,7
3067,6
3068,10
3069,5
3070,3
3071,5
3072,0
3073,5
3074,4
3075,9
3076,4
3077,3
3078,3
3079,5
3080,3
3081,10
3082,9
3083,1
3084,9
3085,3
3086,5
3087,2
3088,6
3089,3
3090,9
3091,5
3092,9
3093,5
3094,0
3095,4
3096,9
3097,0
3098,3
3099,4
3100,4
3101,9
3102,5
3103,4
3104,1
3105,0
3106,3
3107,9
3108,5
3109,5
3110,9
3111,9
3112,5
3113,7
3114,9
3115,9
3116,8
3117,4
3118,6
3119,5
3120,5
3121,9
3122,5
3123,4
3124,8
3125,3
3126,9
3127,5
3128,1
3129,9
3130,7
3131,5
3132,4
3133,6
3134,5
3135,9
3136,4
3137,9
3138,1
3139,5
3140,5
3141,6
3142,9
3143,9
3144,10
3145,8
3146,1
3147,10
3148,5
3149,4
3150,5
3151,5
3152,3
3153,0
3154,9
3155,9
3156,4
3157,4
3158,4
3159,9
3160,10
3161,1
3162,3
3163,10
3164,9
3165,4
3166,9
3167,9
3168,5
3169,4
3170,10
3171,9
3172,3
3173,7
3174,3
3175,7
3176,10
3177,4
3178,6
3179,3
3180,5
3181,10
3182,9
3183,10
3184,1
3185,8
3186,9
3187,8
3188,5
3189,7
3190,3
3191,3
3192,5
3193,4
3194,5
3195,4
3196,10
3197,8
3198,2
3199,3
3200,10
3201,3
3202,10
3203,9
3204,7
3205,10
3206,10
3207,6
3208,0
3209,5
3210,1
3211,3
3212,9
3213,5
3214,10
3215,9
3216,9
3217,5
3218,9
3219,6
3220,9
3221,9
3222,3
3223,9
3224,1
3225,4
3226,9
3227,9
3228,5
3229,9
3230,0
3231,4
3232,8
3233,3
3234,7
3235,4
3236,0
3237,6
3238,3
3239,6
3240,9
3241,10
3242,6
3243,8
3244,3
3245,7
3246,10
3247,3
3248,9
3249,6
3250,10
3251,5
3252,1
3253,1
3254,8
3255,9
3256,4
3257,4
3258,8
3259,5
3260,9
3261,0
3262,3
3263,5
3264,10
3265,10
3266,9
3267,8
3268,4
3269,6
3270,5
3271,4
3272,9
3273,10
3274,4
3275,8
3276,4
3277,0
3278,1
3279,9
3280,6
3281,10
3282,9
3283,10
3284,9
3285,1
3286,7
3287,1
3288,4
3289,2
3290,7
3291,9
3292,5
3293,5
3294,10
3295,6
3296,10
3297,10
3298,9
3299,7
3300,5
3301,9
3302,7
3303,10
3304,10
3305,5
3306,3
3307,3
3308,5
3309,9
3310,1
3311,9
3312,9
3313,1
3314,8
3315,10
3316,0
3317,9
3318,3
3319,3
3320,1
3321,4
3322,8
3323,5
3324,8
3325,2
3326,5
3327,5
3328,10
3329,4
3330,3
3331,9
3332,8
3333,8
3334,4
3335,5
3336,9
3337,10
3338,1
3339,5
3340,6
3341,4
3342,5
3343,8
3344,8
3345,0
3346,9
